ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
8.921,0.1313,0.0101,1.1615,-7.5038,1.6718,1.4351
8.941,0.1141,-0.0114,1.1605,-5.145,1.4275,3.4198
8.961,0.1315,-0.0168,1.146,-4.6718,1.6641,2.8092
8.981,0.1313,-0.0182,1.1392,-6.2214,1.2901,3.4504
9.001,0.116,-0.0208,1.1432,-0.4733,1.2443,2.3511
9.021,0.106,-0.024,1.1322,2.313,4.2748,-0.1756
9.041,0.1251,-0.0232,1.1567,4.3893,7.9313,1.5267
9.061,0.1246,-0.0187,1.1653,7.3435,7.3664,0.687
9.081,0.1273,0.0005,1.1486,3.4733,5.4198,-0.3282
9.101,0.1288,-0.0037,1.1288,2.3664,10.1756,-0.542
9.121,0.1315,-0.0151,1.1338,-4.4351,7.6183,1.1603
9.141,0.1136,-0.009,1.1893,-9.7557,7.6947,-4.916
9.161,0.109,0.0166,1.1874,-9.0458,6.9466,-4.6641
9.181,0.1445,0.022,1.1376,-0.2137,3.2137,1.7786
9.201,0.1201,-0.0042,1.1676,-1.6107,1.7328,1.2519
9.221,0.0819,-0.0178,1.2352,-4.626,3.0687,-0.3435
9.241,0.1101,0.0092,1.1925,-4.5802,3.9389,-1.6031
9.261,0.1384,0.0074,1.1333,2.8855,-1.4122,0.3817
9.281,0.1069,-0.0216,1.1488,1.4351,-4.0076,0.7481
9.302,0.08,-0.0214,1.1676,-4.6489,0.2977,-2.9389
9.321,0.0989,0.0074,1.1428,-7.1985,4.0611,-3.374
9.341,0.1201,0.0072,1.1292,-9.4198,3.6489,-3.3969
9.361,0.1132,-0.0071,1.1625,-4.771,0.4962,-2.7481
9.381,0.0791,-0.0192,1.1799,-1.855,-1.1298,1.6412
9.401,0.0986,-0.0079,1.1273,-4.8931,1.9084,0.0992
9.421,0.1222,-0.0227,1.105,-14.5573,6.0153,-9.8397
9.441,0.1023,-0.0242,1.157,-18.5573,9.5496,-11.0382
9.461,0.0869,-0.0067,1.1746,-9.0611,3.771,-3.5038
9.481,0.0913,-0.0006,1.1652,-5.1527,2.5649,-0.855
9.501,0.1179,-0.0016,1.1533,-3.1756,-0.0611,-0.1603
9.521,0.1013,-0.0242,1.15,2.7634,-3.6412,4.2061
9.541,0.0768,-0.0204,1.1511,-3.9924,1.0,0.3359
9.561,0.1019,-0.0143,1.1582,-9.2366,5.2366,-2.7557
9.581,0.1176,-0.0045,1.175,-7.7099,3.3511,-2.4275
9.601,0.1055,-0.0048,1.1954,-5.9466,2.0076,-2.5649
9.621,0.109,0.0046,1.1698,-0.6947,-0.3511,0.3969
9.641,0.1138,-0.0114,1.1244,4.1832,-3.6565,5.5649
9.661,0.109,-0.0251,1.1331,-0.5267,-4.2977,3.9389
9.681,0.0896,-0.0245,1.1797,-2.5954,-1.687,0.5038
9.701,0.0845,-0.0125,1.1802,-2.6107,0.5038,-0.4427
9.721,0.1022,-0.0061,1.1449,-3.3817,0.8779,-2.1221
9.741,0.1156,-0.0382,1.1199,1.2137,-2.6794,0.6336
9.761,0.0857,-0.0369,1.1656,-1.6947,-1.4427,-1.1145
9.781,0.0869,-0.0134,1.1644,-4.084,0.2901,-1.6336
9.801,0.1039,-0.0074,1.1334,-5.0305,1.8244,-2.1221
9.821,0.1116,-0.0165,1.1517,-3.9847,0.0763,-2.6718
9.841,0.0824,-0.0197,1.1965,-7.4504,1.0076,-3.9924
9.861,0.0988,-0.0089,1.1859,-9.2137,2.4275,-2.6641
9.881,0.1346,0.0103,1.1481,2.0763,-2.229,3.8168
9.901,0.1157,-0.0052,1.1548,4.0382,-4.5038,2.8855
9.921,0.0701,-0.0413,1.1677,-3.7099,-0.9008,-3.2595
9.942,0.0803,-0.0297,1.1619,-11.0382,4.1603,-4.8779
9.961,0.1248,-0.0052,1.1108,-2.0458,-0.084,1.5344
9.981,0.1095,-0.0164,1.144,-3.0534,-1.9542,0.7863
10.001,0.0928,-0.0092,1.1847,-2.8244,-1.3206,-4.0687
10.021,0.106,-0.0183,1.1499,-1.2901,-0.9542,-6.4351
10.041,0.108,-0.0059,1.1431,-0.5954,-3.9847,-8.6641
10.061,0.1156,-0.0181,1.153,-5.6489,-3.9695,-4.6565
10.081,0.0898,-0.0265,1.1666,-1.0,-4.4656,-2.3053
10.101,0.0929,-0.0013,1.1683,-2.6565,-1.1603,-3.8702
10.121,0.1261,-0.0052,1.1395,-1.8702,-1.7176,-6.2519
10.141,0.1246,-0.0103,1.1439,3.8855,-6.0611,-4.8702
10.161,0.0923,-0.0266,1.1576,2.771,-5.2901,-0.687
10.181,0.0923,-0.0215,1.1685,-5.2977,0.7786,-1.6641
10.201,0.1281,0.0073,1.1515,-9.6107,2.4427,-4.8702
10.221,0.1257,-0.0049,1.1562,-3.8626,-1.7634,-1.6489
10.241,0.1011,-0.0229,1.1648,-2.7023,-2.1908,-2.0076
10.261,0.1064,-0.0132,1.1519,-6.8092,-1.3053,-0.9313
10.281,0.1301,-0.0011,1.1493,-3.1679,-2.1908,0.1908
10.301,0.1302,0.0129,1.1805,-0.6718,-1.6489,-2.7634
10.321,0.1215,0.0061,1.1815,1.2214,-0.3359,-8.0305
10.341,0.121,-0.0096,1.1357,1.2595,-2.0382,-2.1908
10.361,0.1217,-0.0294,1.1267,0.1908,-3.2443,-0.5725
10.381,0.1073,-0.0217,1.16,-0.3969,-2.8168,-1.1221
10.401,0.1147,0.0083,1.1593,-6.4962,-0.6336,-6.0305
10.421,0.1348,0.0182,1.1509,-0.0916,-2.1908,-2.6794
10.441,0.1249,-0.0085,1.1479,1.8855,-4.1908,-1.374
10.461,0.1046,-0.0242,1.1637,-5.6489,-2.4046,-4.0916
10.481,0.1117,0.0029,1.1527,-2.542,-1.4427,0.3282
10.501,0.1366,0.0227,1.1456,-0.0611,-2.0611,0.3817
10.521,0.1359,0.0079,1.1587,5.0382,-5.9542,-1.9466
10.541,0.1158,-0.011,1.1581,5.6718,-9.0458,-1.0
10.561,0.109,-0.0042,1.1554,-3.7863,-7.7863,4.5878
10.582,0.1483,0.0175,1.1514,-7.4122,-7.0153,5.458
10.601,0.1636,0.0139,1.1617,-1.7176,-12.855,0.916
10.621,0.1383,-0.0015,1.1664,2.4198,-16.4885,-0.8702
10.641,0.1427,-0.0083,1.1416,2.1985,-12.2824,-1.8092
10.661,0.1447,-0.0023,1.1395,-3.1145,-7.8931,-2.0687
10.681,0.1432,0.0133,1.1655,-18.084,-13.2977,3.3588
10.701,0.1564,0.0171,1.1697,-7.6641,-15.0229,12.542
10.721,0.1908,0.0166,1.1454,5.2214,-13.2061,12.5038
10.741,0.1866,-0.0189,1.1537,2.0992,-12.3359,4.2443
10.761,0.1587,-0.0304,1.1531,-11.0992,-12.0229,-2.084
10.781,0.1774,-0.0106,1.12,-11.3969,-7.0305,-1.4656
10.801,0.197,0.0209,1.1227,-3.8779,-5.6412,1.7786
10.821,0.1711,0.019,1.1835,-2.3588,-5.6183,2.084
10.841,0.1757,0.0029,1.1687,6.8092,-6.4809,8.1069
10.861,0.1775,-0.0217,1.1204,7.916,-4.7252,7.5802
10.881,0.2015,-0.0164,1.1133,-2.6489,0.084,0.229
10.901,0.1888,-0.0011,1.1554,-10.6107,1.626,-6.1221
10.921,0.1827,0.0148,1.1715,-4.4733,1.5038,-5.6336
10.941,0.1938,0.0148,1.1488,-2.1603,1.5802,-6.3053
10.961,0.2047,0.0073,1.1399,-2.4046,-0.8855,-5.5115
10.981,0.1858,-0.0026,1.149,-5.229,-1.0229,-5.3282
11.001,0.1694,0.0051,1.1658,-10.1374,1.7099,-8.0611
11.021,0.1985,0.0229,1.1398,-4.2977,1.0611,-2.3282
11.041,0.2052,0.0116,1.1299,7.1145,-3.4656,3.6641
11.061,0.1818,-0.0198,1.1372,1.855,-2.7557,0.7557
11.081,0.1632,-0.0302,1.1382,-4.8702,0.8473,-1.5802
11.101,0.1857,0.0111,1.1378,-10.9389,3.7786,-2.7328
11.121,0.2006,0.0343,1.1593,-3.7786,0.5725,-1.4122
11.141,0.1943,0.0222,1.158,2.8702,-1.1069,0.2672
11.161,0.1819,-0.0101,1.1326,-1.5115,-0.084,-0.6947
11.181,0.1835,-0.0121,1.1377,-9.1527,1.5954,-1.2061
11.201,0.182,0.0043,1.1636,-10.7557,3.5649,-4.1374
11.222,0.1914,0.0201,1.1577,-5.1832,2.458,-3.7405
11.241,0.1995,0.0128,1.1497,6.0382,-1.7405,7.084
11.261,0.1913,0.0017,1.1494,7.1527,-1.0534,3.3053
11.281,0.1788,-0.015,1.1545,3.0076,0.1221,0.2137
11.301,0.181,-0.0006,1.15,-3.8473,3.4351,-3.5878
11.321,0.1948,0.0143,1.146,-3.7176,2.3893,-5.7405
11.341,0.1898,0.0166,1.1508,1.6412,0.4656,-3.6412
11.361,0.1792,0.0082,1.1379,2.6947,0.4504,-1.1679
11.381,0.1772,0.0072,1.1273,3.9695,1.5115,-1.3588
11.401,0.1844,0.0221,1.134,1.2443,3.8779,-3.6565
11.421,0.1735,0.0254,1.1764,-0.9847,4.0687,-6.3588
11.441,0.1702,0.0353,1.2023,-3.1985,5.1756,-1.3511
11.461,0.1805,0.0446,1.2173,17.7176,6.2137,13.9771
11.481,0.277,0.0078,1.1229,22.313,-0.9008,9.5344
11.501,0.1799,-0.0029,1.2277,-0.542,1.9618,-4.8473
11.521,0.2133,0.0646,1.1934,-30.0916,-20.4504,-4.7176
11.541,0.265,0.0552,1.0961,-32.7939,-28.0458,-0.9237
11.561,0.2275,0.0411,1.1078,-9.8702,-31.0382,-0.8702
11.581,0.1771,0.019,1.1788,4.3893,-21.542,16.5496
11.601,0.2245,0.0366,1.1477,20.3664,-37.3511,36.8244
11.621,0.2126,0.0331,1.1278,36.7786,-26.2366,21.5802
11.641,0.2283,0.0316,1.0526,11.3282,-32.2672,-4.1985
11.661,0.2198,0.0432,1.066,31.855,-19.1374,11.3817
11.681,0.2069,0.0251,1.152,51.687,-3.3969,25.5344
11.701,0.2123,0.025,1.166,25.2824,-4.4885,4.8168
11.721,0.2402,0.0309,1.0216,1.9084,-5.9313,-13.6336
11.741,0.2336,0.0566,0.9664,16.7405,6.916,-5.8626
11.761,0.2112,0.109,1.1255,15.1374,32.3282,11.0076
11.781,0.1919,0.0973,1.2286,4.3053,28.6947,4.8779
11.801,0.2113,0.0758,1.2253,-2.1374,16.5725,1.313
11.821,0.2352,0.1014,1.1069,10.1832,20.8244,1.4962
11.841,0.2225,0.1287,1.063,-0.1603,17.5344,14.1985
11.862,0.2467,0.1672,1.2063,-2.6794,13.8626,20.0611
11.881,0.2372,0.1212,1.2385,-3.9008,4.9847,18.6336
11.901,0.2106,0.1168,1.1877,-23.0,-4.2137,16.855
11.921,0.2874,0.092,1.0339,-44.3206,-7.8168,11.1069
11.941,0.1323,0.0959,1.2579,-27.916,-9.7863,24.3817
11.961,0.3143,0.1523,0.8267,-250.1374,-9.0534,53.5878
11.981,0.2933,-0.1899,1.1392,46.0305,-42.4275,-26.0
12.001,0.4165,-0.2235,1.1208,-90.7786,-21.6718,48.9771
12.021,0.3171,0.1105,1.1578,38.0229,-9.2672,18.374
12.041,0.2404,-0.0031,1.0991,-8.8702,-16.3359,15.1221
12.061,0.3854,-0.1494,1.1693,-18.0916,-9.0534,3.3893
12.081,0.2692,-0.0905,1.2051,-21.1603,-24.7405,18.3282
12.101,0.1869,-0.1593,1.1681,-26.374,-0.7786,17.5573
12.121,0.2654,-0.0844,1.0197,-81.1908,-24.3053,1.9237
12.141,0.2512,-0.049,1.1068,-63.6641,-14.3817,3.6412
12.161,0.2483,-0.1071,1.1047,-28.542,-3.458,16.2672
12.181,0.0555,0.0543,1.0538,136.6336,24.9695,-47.3282
12.201,0.3578,-0.3441,1.3761,25.7405,5.8855,-29.6794
12.221,0.1621,-0.215,0.9615,-42.6489,32.6336,-19.9084
12.241,0.2484,-0.1011,1.2363,41.9618,27.2443,-29.0534
12.261,0.2006,-0.0111,1.0809,-38.0611,28.6336,-29.6794
12.281,0.2799,0.0077,1.1014,-20.4351,16.4809,-60.3435
12.301,0.3134,-0.0718,1.1885,-42.5573,17.5802,-24.8092
12.321,0.2274,-0.0201,1.2198,-40.2748,11.7328,-8.6031
12.341,0.0121,0.0107,1.1398,-41.3359,10.3588,-14.8244
12.361,0.1761,-0.0845,0.9785,114.0153,33.8702,-65.397
12.381,0.4734,-0.2079,1.2166,-31.5114,9.7557,-22.5725
12.401,0.4252,0.0194,1.1012,-16.4885,5.0534,-5.313
12.421,0.2706,0.0366,1.2297,-44.0534,-1.4962,47.5878
12.441,0.1732,0.157,1.1365,-13.5954,-17.4733,16.7328
12.461,1.058,0.0422,1.0111,19.2519,-45.6489,-108.8855
12.481,0.0104,-0.442,1.0428,-7.6412,-31.7786,-66.8015
12.502,0.0873,-0.1124,1.0776,39.5267,16.1145,50.3588
12.521,0.2842,-0.0657,1.2395,-14.8092,-6.2977,46.3969
12.541,0.2401,0.0259,1.2848,-72.6183,2.626,6.542
12.561,0.264,-0.0533,1.2722,-3.8779,-34.7252,16.2901
12.581,0.2583,-0.1562,1.0594,78.3053,-41.8092,26.4733
12.601,0.2798,-0.0127,1.0271,115.8244,-23.916,-14.8473
12.621,0.2777,0.0693,1.0353,81.3817,-15.0687,3.1527
12.641,0.2444,-0.0717,1.0532,25.7023,-22.3206,9.6107
12.661,0.3071,-0.0991,1.2448,-3.3359,-15.5725,3.9771
12.681,0.3003,-0.0316,1.2712,-26.5114,-8.2519,25.0763
12.701,0.2106,0.0347,1.0575,25.9847,-40.7023,31.6794
12.721,0.2998,-0.0275,0.9696,42.7328,-29.0458,71.4962
12.741,0.4004,-0.0841,1.1085,17.7939,-9.0611,12.4427
12.761,0.2992,-0.0459,1.1989,-2.4351,-15.1527,-4.1527
12.781,0.3213,0.0044,1.1567,-18.6489,-10.6336,29.7023
12.801,0.2692,-0.0221,1.0935,-23.6031,-12.4809,7.4275
12.821,0.2288,-0.0508,1.072,33.0153,0.5496,12.229
12.841,0.3208,-0.0665,1.1482,58.2137,8.4198,6.1603
12.861,0.3829,-0.0181,1.24,-2.9313,-4.8702,-20.6336
12.881,0.3627,-0.0103,1.2664,-44.2519,-2.0458,-17.1985
12.901,0.3149,0.0049,1.118,-48.5496,-6.5649,-26.6489
12.921,0.2983,0.0251,1.1145,47.3664,8.4809,-2.9237
12.941,0.3257,0.0204,1.1146,96.542,25.5496,22.1832
12.961,0.3446,0.0444,1.2289,45.5038,26.6412,-6.2519
12.981,0.3401,0.1296,1.218,6.1603,25.9008,-5.2977
13.001,0.2986,0.1108,1.0481,-2.145,18.0611,4.4885
13.021,0.2823,0.1401,1.016,75.1527,8.145,-5.3511
13.041,0.2609,0.1458,0.9995,89.4428,0.0076,-9.8321
13.061,0.2385,0.1333,1.1473,63.3282,17.9542,-24.8931
13.081,0.3231,0.171,1.0917,-39.542,-4.2977,-48.4656
13.101,0.2753,0.1177,1.0303,-82.4046,-10.0763,-58.6031
13.121,0.2164,0.1057,0.9868,6.1374,-13.6565,-40.5038
13.142,0.2164,0.0844,0.9081,73.1298,-24.9237,-21.6718
13.161,0.2532,-0.0011,0.9409,87.2672,-38.6031,-24.8092
13.181,0.3486,-0.019,1.1315,21.4504,-39.3588,-28.0
13.201,0.3394,0.0372,1.0732,-21.4046,-47.2366,-35.2214
13.221,0.3691,0.1357,0.9924,14.4962,-28.1908,-0.9618
13.241,0.4025,0.0861,0.964,6.1603,-33.1374,-5.8015
13.261,0.5024,0.1478,1.1932,-9.5573,-62.8397,-39.9008
13.281,0.5496,0.2147,1.1653,2.8855,18.7634,-33.3282
13.301,0.4673,0.1975,1.1244,5.2748,51.0611,11.687
13.321,0.4233,0.1782,1.1213,-48.4198,13.5191,-23.0153
13.341,0.3738,0.1864,1.0951,-41.626,21.3588,-3.5191
13.361,0.3604,0.224,1.0966,-2.2595,21.8779,-7.8626
13.381,0.3788,0.2632,1.1097,34.1069,19.9542,-9.4962
13.401,0.2914,0.1346,1.1426,9.458,25.0,-9.1527
13.421,0.3354,0.1572,1.2158,-7.229,14.7023,-17.2595
13.441,0.334,0.1411,1.1769,-54.7634,7.8244,-19.5191
13.461,0.3372,0.1379,1.149,-76.855,-4.7863,-33.1374
13.481,0.3228,0.1466,1.1541,-48.0534,-5.0229,-8.3893
13.501,0.3096,0.141,1.1107,-11.0992,-8.4656,-9.9237
13.521,0.2755,0.1118,1.0746,6.3359,-3.4351,-11.9084
13.541,0.3108,0.1658,1.0457,1.0992,0.2748,-4.0458
13.561,0.3134,0.1808,1.0856,-10.8244,-2.7328,-9.5649
13.581,0.3292,0.1678,1.1353,-16.4275,0.9008,-1.8092
13.601,0.3438,0.1626,1.1788,-23.0687,-3.2519,1.0076
13.621,0.3394,0.1948,1.0945,-7.9618,-5.2748,1.2137
13.641,0.3246,0.2017,1.049,3.2214,-5.1221,1.8473
13.661,0.3041,0.1322,1.0791,10.6183,-3.9924,-0.313
13.681,0.3132,0.0586,1.1506,17.5649,-0.8168,-1.6412
13.701,0.3262,0.0594,1.1448,-20.7099,-3.4733,-1.1527
13.721,0.3575,0.135,1.0923,-61.6947,-14.4046,1.3893
13.741,0.3547,0.1874,1.0642,-37.6794,-11.3206,0.0458
13.761,0.366,0.1353,1.139,-1.916,-4.5573,1.8321
13.782,0.3557,0.0941,1.0876,5.5878,-10.1069,2.313
13.801,0.3219,0.0748,1.0732,2.2443,-7.9771,-1.6183
13.821,0.3315,0.0856,1.1051,-15.8626,-3.6947,0.8092
13.841,0.3229,0.121,1.1141,-5.916,-1.8321,3.7252
13.861,0.3114,0.1027,1.0718,38.2519,2.1221,0.4427
13.881,0.2743,0.0496,1.0465,41.8321,10.8931,-3.0611
13.901,0.3204,0.1196,1.0713,15.4809,12.1527,5.229
13.921,0.3279,0.1654,1.104,5.5191,14.3664,4.3817
13.941,0.326,0.1887,1.0984,19.7252,14.4809,-1.5038
13.961,0.3047,0.1495,1.0632,9.6641,9.7939,-15.5573
13.981,0.3284,0.1504,1.0859,13.458,16.1832,-12.9389
14.001,0.3342,0.2076,1.1997,-8.2977,20.1298,10.229
14.021,0.3749,0.2675,1.1813,-5.8092,4.1756,-5.2672
14.041,0.3196,0.1871,1.1027,30.0763,2.9771,-6.3053
14.061,0.3068,0.1451,1.0635,22.1221,3.4275,-0.9695
14.081,0.3191,0.1654,1.0857,26.3511,9.9847,12.1298
14.101,0.3224,0.1654,1.1254,29.2672,16.5496,20.5496
14.121,0.3129,0.1716,1.1266,7.229,14.7099,16.1603
14.141,0.2991,0.1853,1.0983,2.3511,11.3282,17.3588
14.161,0.3004,0.2068,1.0886,7.1221,3.8015,6.9771
14.181,0.2806,0.2021,1.1331,21.3969,12.9771,12.1221
14.201,0.2421,0.181,1.1105,-5.8855,28.084,77.3817
14.221,0.3601,0.2164,1.1122,-37.6641,25.2672,33.6107
14.241,0.2913,0.1733,1.1052,-51.4656,-0.7328,-6.4351
14.261,0.29,0.1864,1.1296,-17.7939,3.3893,6.4656
14.281,0.2736,0.1263,1.1182,-28.6107,7.4504,6.7939
14.301,0.2761,0.1294,1.1307,-45.4885,5.1679,3.8779
14.321,0.295,0.1631,1.0845,-61.6107,3.1832,11.229
14.341,0.2847,0.1302,1.104,-87.7863,5.3359,13.8321
14.361,0.2671,0.0695,1.0831,-61.2519,2.8092,8.4885
14.381,0.2776,0.0449,1.1718,-35.0534,3.2366,2.0
14.401,0.2916,0.037,1.1969,-56.0076,4.7481,3.3282
14.422,0.2759,0.0459,1.115,-88.2824,1.542,10.2595
14.441,0.2167,-0.0004,1.0533,-85.1527,1.8702,18.626
14.461,0.2633,0.0043,1.0732,-45.1374,4.0458,15.2824
14.481,0.3085,-0.0309,1.1986,-3.7328,4.1756,1.0153
14.501,0.2794,-0.0458,1.1891,7.374,6.3817,5.8244
14.521,0.244,0.0027,1.0535,11.0458,1.4504,-1.9389
14.541,0.2351,0.057,1.0505,-3.1832,10.8168,15.855
14.561,0.2419,-0.0695,1.1389,13.2443,26.0153,39.0534
14.581,0.2811,-0.0546,1.1694,-1.3282,25.2061,30.7634
14.601,0.241,-0.0115,1.1207,-19.1374,15.8397,5.9237
14.621,0.2272,-0.0267,1.1139,3.5191,17.3893,-6.0687
14.641,0.2483,0.0012,1.1301,19.4046,25.2061,5.5038
14.661,0.2764,-0.0292,1.0594,11.4198,23.4504,24.5802
14.681,0.2034,-0.0198,1.1556,-12.6489,10.6947,-17.8092
14.701,0.2421,0.0459,1.2357,61.4809,16.542,-11.6107
14.721,0.2522,0.0182,1.2339,85.3435,9.3282,2.7481
14.741,0.2217,-0.0066,1.1201,40.8321,7.9542,-20.8473
14.761,0.177,0.0123,1.101,15.4656,12.9466,-34.8397
14.781,0.1882,0.036,1.2059,-54.458,7.4122,-31.687
14.801,0.186,0.0891,1.1597,-2.6565,-1.145,-11.5878
14.821,0.2031,0.0732,1.1389,58.6641,7.9008,4.9313
14.841,0.1777,0.02,1.103,43.3664,1.8779,12.4122
14.861,0.1631,0.1083,1.1963,41.9695,-0.1069,16.2366
14.881,0.2223,0.1061,1.1737,77.0763,4.2137,27.4275
14.901,0.2341,0.163,1.0704,41.4962,13.771,13.1527
14.921,0.1973,0.0387,1.0638,-10.229,5.7405,17.4504
14.941,0.1849,0.1097,1.1692,33.1221,3.9389,-24.374
14.961,0.2106,0.2043,1.1614,2.3664,-12.0687,-50.916
14.981,0.1987,0.1741,1.0991,-89.0,-49.6489,-89.9008
15.001,0.2021,0.1345,1.1415,-127.4046,-36.0,-109.8931
15.021,0.2084,0.1239,1.2191,93.1985,71.397,42.6565
15.041,0.2269,0.1217,1.0532,16.7252,-8.084,-11.3282
15.062,0.1793,0.0559,1.1738,-55.9389,-22.855,-34.9618
15.081,0.1835,0.1552,1.1508,6.4351,28.5496,14.9847
15.101,0.1794,0.1864,1.0455,-18.4504,4.3511,-16.3511
15.121,0.1781,0.1267,1.1349,-21.2443,0.0992,-18.3282
15.141,0.1315,0.0059,1.2012,26.1756,25.7939,7.1221
15.161,0.1628,0.0586,1.1863,-41.3359,20.7252,2.7328
15.181,0.1831,0.0516,1.1294,-121.4962,5.6336,-13.4885
15.201,0.1843,0.1351,1.1615,-81.4198,31.0687,-4.9924
15.221,0.1746,0.1195,1.1792,-10.8092,40.3969,26.1908
15.241,0.219,-0.0565,1.1398,-10.5802,47.0611,7.2672
15.261,-0.1248,-0.2621,1.3521,-15.6107,56.2977,68.8473
15.281,0.4746,0.2751,0.8398,-206.7176,-181.771,-147.3664
15.301,0.0504,-0.1611,1.6115,-116.5878,112.2595,2.7939
15.321,0.1671,0.033,1.0675,40.626,-4.3282,70.145
15.341,0.2722,0.017,1.2134,1.1374,5.0611,-14.8397
15.361,0.1608,-0.1024,1.0841,-46.2748,-9.7481,-27.687
15.381,0.1179,-0.1061,1.1572,7.8931,2.542,36.5725
15.401,0.1929,-0.048,1.1515,-56.7252,-4.2443,-21.5267
15.421,0.1443,-0.0309,1.1794,-31.0153,-13.229,-18.2672
15.441,0.1603,-0.052,1.1047,46.0992,4.5878,14.9618
15.461,0.1426,-0.1335,1.0586,2.3969,-5.3053,-1.6336
15.481,0.1273,-0.1493,1.1604,-38.6641,-0.2901,-10.6336
15.501,0.1495,-0.1228,1.2139,-51.9008,5.7634,-9.7863
15.521,0.1978,-0.0201,1.1721,15.5191,-1.458,-15.2519
15.541,0.1929,-0.092,1.1282,49.5496,2.7557,-9.7634
15.561,0.2906,-0.1178,0.9446,68.2061,-1.4656,-4.5878
15.581,0.172,-0.1467,1.1461,23.7939,-8.9695,2.6947
15.601,0.1666,-0.097,1.162,-6.4885,-4.0992,-8.2824
15.621,0.1542,-0.0759,1.1002,-28.916,2.2824,-19.6489
15.641,0.1516,-0.0044,1.1025,21.1145,7.5344,-9.7557
15.661,0.1353,-0.1156,1.1824,-0.0763,4.8244,13.8931
15.681,0.2139,-0.0074,1.2245,6.9847,1.7099,3.5954
15.702,0.2018,-0.0129,1.2205,11.2595,1.1069,2.7328
15.721,0.1705,-0.0028,1.1139,39.5038,-3.3435,-5.5649
15.741,0.1531,-0.0341,1.1071,49.0687,-1.7863,-1.916
15.761,0.145,-0.0842,1.0551,-4.7481,0.3664,3.1221
15.781,0.1401,-0.0452,1.1527,-8.7023,-1.2901,1.5191
15.801,0.1603,-0.0093,1.1743,-2.5115,7.8702,1.2595
15.821,0.2018,0.0435,1.1218,-6.8473,15.6412,-5.2366
15.841,0.1725,-0.0276,1.0725,-18.0534,14.084,-11.229
15.861,0.1425,-0.0643,1.1621,-44.313,37.5878,-7.6489
15.881,0.1499,-0.0347,1.2478,-38.145,28.2366,-15.3588
15.901,0.1456,0.0247,1.193,25.7634,1.084,-16.6947
15.921,0.1646,0.0291,1.0918,79.9847,-21.5344,-21.5191
15.941,0.1346,-0.0306,1.1342,75.4809,16.8321,-13.2137
15.961,0.0968,-0.0426,1.1036,11.9237,45.4275,-9.8397
15.981,0.1149,0.0127,1.1431,-54.2672,37.0687,-25.1069
16.001,0.1189,0.0696,1.1761,-46.1908,23.2672,-29.8626
16.021,0.1113,0.0587,1.1497,-10.3282,39.9847,-3.916
16.041,0.0776,-0.051,1.1584,16.4198,59.4809,15.0763
16.061,0.0459,-0.0486,1.2197,5.9618,34.4275,6.9084
16.081,0.0555,0.0283,1.22,-12.9237,0.4962,-2.3053
16.101,0.0596,0.0094,1.2141,-24.2595,-0.6107,8.0382
16.121,0.056,-0.0024,1.1561,-7.9008,30.9008,25.3435
16.141,0.0509,-0.0444,1.1375,-6.855,29.0916,16.6565
16.161,0.0283,-0.0168,1.1499,-22.5038,9.3817,-9.374
16.181,0.0287,0.0,1.201,-26.5496,11.7557,-17.9008
16.201,0.0203,-0.022,1.1631,-36.916,19.5802,-15.687
16.221,0.0266,0.0021,1.1782,-19.8779,6.1221,-9.3206
16.241,0.0348,-0.0079,1.1437,7.7786,-13.229,-3.2748
16.261,0.0251,-0.0415,1.1755,10.1298,-8.5344,2.0229
16.281,0.0215,-0.0569,1.2184,3.9084,7.7557,7.6412
16.301,0.0149,-0.0419,1.1827,3.2977,-5.7634,3.7786
16.321,0.0229,-0.0363,1.1526,8.3282,-9.2137,2.5954
16.342,0.0233,-0.032,1.1625,10.5267,-13.5573,-2.145
16.361,0.0111,-0.0436,1.2097,-0.0229,-20.1832,-5.5191
16.381,0.0146,-0.0548,1.2277,-3.6489,-2.9237,5.1374
16.401,0.0022,-0.0238,1.1411,-10.9695,6.5802,-6.7481
16.421,0.0934,0.0135,1.0101,-25.0153,-30.5802,-42.9695
16.441,-0.0659,-0.28,1.2936,-5.7252,-4.3435,18.6336
16.461,0.0908,0.014,1.1292,-12.2977,1.1374,8.9847
16.481,0.0566,-0.026,1.1713,-13.5573,-9.8168,-11.3435
16.501,0.0596,-0.0332,1.1591,-3.1527,-1.1985,2.4427
16.521,0.0764,-0.0056,1.1945,-9.1756,-2.2137,-1.5802
16.541,0.0917,0.0095,1.1945,-9.2748,-0.4122,-5.9542
16.561,0.0872,0.0034,1.1533,-5.0382,-1.1832,-6.3664
16.581,0.0684,-0.0236,1.1169,-1.1985,-4.4122,-7.6489
16.601,0.0533,-0.0521,1.1713,-2.374,-3.9466,-5.1527
16.621,0.056,-0.0601,1.1667,-3.3969,-1.6107,-1.542
16.641,0.0514,-0.0333,1.1311,-13.6641,-12.8092,1.0534
16.661,0.0427,-0.0065,1.1578,-15.855,9.0,-2.626
16.681,0.054,-0.0604,1.1443,-9.9008,24.5878,-4.8015
16.701,0.0569,-0.0876,1.1544,-20.2595,15.458,-14.0
16.721,0.0602,-0.0553,1.1888,-32.229,4.2061,-20.313
16.741,0.0449,-0.041,1.1841,-18.3435,5.9847,-3.8092
16.761,0.0573,-0.0541,1.1799,-10.0382,9.5191,2.687
